snp-dists 0.6.3,2009_36,BA2175,BA5274,BA8206,BA8217,BA8315,BA8325,BA8327,BA8618,BA8663,BA9049,BA9272,BA9321,BA9326,BA9328,BA9381,BA9437,BA9712,BA9739,BA9751,BA9752,CA0053,CA0067,CA0076,CA0077,CA0100,CA0101,CA0102,CA0103,CA0115,CA0117,CA0122,CA0125,CA0135,CA0139,CA0141,CA0833,CA0873,CA0878,CA0883,CA0885,CA0909,CA0910,CA0912,CA0925,CA0926,CA0927,CA1310,CA4383,CA4403,CA4405,CA4465,DA2215,DA2290,DA3592,DA3741,DA3769,DA4589,DA4592,DA4594,DA4618,DA4619,DA4621,DA4624,DA4626,DA4632,DA4642,DA4643,DA4649,DA4650,DA4655,DA4809,DA5291,DA9429,EA0976,EA2246,EA2892,EA3951,EA4711,EA4737,F2_14D,FA9052,FA9055,FA9057,FA9058,FA9061,FA9063,FA9064,FA9065,FA9067,FA9074,FA9085,FA9092,FA9097,FA9098,FA9107,FA9110,FA9114,FA9118,FA9120,FA9124,FA9125,FA9126,FA9130,FA9131,FA9134,FA9136,FA9137,FA9143,FA9148,FA9149,FA9152,FA9160,FA9950,FA9952,GA3026,GA6612,GA6622,GA6630,GA6631,GA6643,GA6645,GA6646,GA6791,GA8084,HA0015,HA0017,HA0071,HA3119,HA7251,HA7630,HA7663,HA9360,HA9399,HA9450,HA9520,HA9631,IA0869,IA0983,IA1829,IA2820,IA3637,IA3885,IA4037,IA4046,IA4053,IA4072,IA4090,IA4093,IA4095,IA4127,IA4128,IA4131,IA4141,IA4156,IA4159,IA4417,IA6627,IA6645,IA7281,IA8900,IA9379,JA3253,JA4514,JA5749,JA7896,JA8189,JA8190,JA8241,JA8252,JA8266,JA8320,JA8385,JA8469,KA1772,KA1794,KA1850,KA1851,KA1855,KA3718,KA3808,KA3838,KA3859,KA3870,KA3909,KA3977,KA3983,KA4015,KA4076,KA4140,KA4205,KA4213,KA4242,KA4253,KA4309,KA4331,KA4334,KA4355,KA4595,KA4627,KA4871,KA5027,KA5737,KA5738,KA9540,LA0853,LA0995,LA1141,LA1145,LA1148,LA3619,LA3621,LA3622,LA3663,LA3664,LA3674,LA5125,LA5503,LA5585,LA7429,LA8319,LA8327,LA8340,LA8344,LA8346,LA8355,LA8360,LA8364,LA8371,LA8375,LA8377,LA8390,LA8392,LA8404,LA8411,LA8416,LA8424,LA8426,LA8428,LA8430,LA8434,LA8440,LA8441,LA8442,LA8445,LA8446,LA8448,LA8456,LA8457,LA8472,LA8475,LA8478,LA8483,LA8484,LA8485,LA8488,LA8498,LA8500,LA8507,LA8511,LA8515,LA8519,MA0016,MA0187,MA0279,MA0428,MA0476,MA0512,MA0520,MA1021,MA1055,MA1299,MA1951,MA3056,MA3100,MA3107,MA3136,MA3161,MA3646,MA5127,MA5807,MA5825,Reference
LA8426,42,30,30,23,37,41,31,26,32,65,55,34,27,26,32,36,35,53,46,17,44,17,35,47,38,48,42,46,55,69,69,46,68,17,43,37,53,55,23,44,39,31,41,34,29,28,42,38,60,44,51,51,39,36,22,22,18,54,31,49,38,35,38,35,35,53,30,59,33,35,26,34,31,50,24,21,58,39,36,37,42,32,13,29,16,13,17,16,39,13,40,65,37,21,15,52,55,12,75,66,66,35,47,52,15,17,26,22,18,33,29,26,40,48,42,33,48,30,18,22,42,41,41,51,56,44,43,22,44,55,46,43,37,35,36,43,50,31,48,37,21,36,50,34,28,37,53,24,32,26,40,37,25,39,50,38,36,51,38,37,36,46,48,46,21,46,47,47,56,46,53,49,43,45,36,35,35,34,35,30,53,59,52,29,44,56,58,45,26,46,59,34,59,60,35,12,64,55,31,29,39,37,48,44,24,50,43,39,33,33,34,31,34,27,29,43,58,44,48,37,65,35,25,29,64,28,34,24,2,34,37,30,22,3,29,38,68,0,44,17,37,25,26,27,41,35,39,64,36,46,24,34,31,34,25,35,60,48,41,25,26,26,29,58,36,38,35,33,44,28,51,75,65,35,59,39,30,26,30,33,49,33,41
LA8428,50,38,42,49,57,61,51,46,40,73,65,46,35,34,44,48,43,61,54,37,52,37,47,59,50,60,54,58,67,79,79,58,78,41,55,49,65,63,35,52,51,43,51,46,41,40,54,46,70,52,63,63,51,48,48,48,42,66,43,57,50,47,46,47,47,61,38,69,45,47,34,46,39,58,44,41,70,59,44,49,50,52,37,41,36,39,37,42,47,33,48,75,45,41,35,64,67,32,83,76,76,43,59,64,41,37,46,42,38,41,37,34,48,60,54,53,60,50,42,46,52,51,53,59,68,64,63,46,64,63,66,63,49,47,56,55,62,51,18,45,41,44,58,54,48,45,63,44,52,46,60,57,45,59,70,58,50,63,50,49,48,54,56,54,41,22,57,57,66,56,65,59,63,65,48,47,47,46,47,50,67,73,66,49,52,70,72,55,46,54,79,42,73,74,43,50,76,69,43,41,47,45,56,64,44,58,51,47,41,41,46,43,46,39,41,55,70,54,56,49,73,55,45,49,72,54,42,44,44,42,57,38,30,45,37,50,78,44,0,37,57,45,46,47,53,11,51,76,48,6,50,42,43,42,45,43,68,56,53,39,40,40,37,70,44,46,55,41,52,36,59,83,75,43,71,47,44,46,50,57,59,41,51
LA8430,35,23,23,22,26,30,20,15,25,58,48,27,20,19,25,29,28,46,39,10,37,10,28,40,31,41,35,39,48,62,62,39,61,14,36,30,46,48,16,37,32,24,34,27,22,21,35,31,53,37,44,44,32,29,21,21,15,47,24,42,31,28,31,28,28,46,23,52,26,28,19,27,24,43,17,8,51,28,29,30,35,21,10,22,9,12,10,15,32,6,33,58,30,14,8,45,48,5,68,59,59,28,40,45,14,10,19,15,11,26,22,19,33,41,35,22,41,19,15,19,35,34,34,44,49,33,32,19,33,48,35,32,30,28,25,36,43,20,41,30,14,29,43,23,21,30,46,17,25,19,29,26,18,28,39,27,29,44,31,30,29,39,41,39,14,39,40,40,49,39,46,42,32,34,29,28,28,27,28,19,46,52,45,18,37,49,51,38,13,39,52,27,52,53,28,23,57,48,24,22,32,30,41,33,11,43,36,32,26,26,27,24,27,20,22,36,51,37,41,30,58,24,18,18,57,27,27,13,17,27,26,23,15,18,22,31,61,17,37,0,26,18,15,20,34,28,32,57,29,39,23,27,24,27,18,28,53,41,34,18,19,19,22,51,29,31,24,26,37,21,44,68,58,28,52,32,23,19,19,30,42,26,34
LA8434,55,43,43,42,14,18,40,35,45,78,68,47,40,39,45,49,48,66,59,30,57,30,48,60,51,61,55,59,68,82,82,59,81,34,56,50,66,68,36,57,52,44,54,47,42,41,55,51,73,57,64,64,52,49,41,41,35,67,44,62,51,48,51,48,48,66,43,72,46,48,39,47,44,63,37,30,71,16,49,50,55,41,30,42,29,32,30,35,52,26,53,78,50,34,28,65,68,25,88,79,79,48,60,65,34,30,39,35,31,46,42,39,53,61,55,42,61,33,34,39,55,54,54,64,69,21,20,39,21,68,23,20,50,48,45,56,63,40,61,50,34,49,63,11,41,50,66,37,45,39,17,14,38,16,27,15,49,64,51,50,49,59,61,59,34,59,60,60,69,59,66,62,20,22,49,48,48,47,48,39,66,72,65,38,57,69,71,58,35,59,72,47,72,73,48,43,77,68,44,42,52,50,61,21,33,63,56,52,46,46,47,44,47,40,42,56,71,57,61,50,78,12,38,38,77,47,47,33,37,47,14,43,35,38,42,51,81,37,57,26,0,38,35,40,54,48,52,77,49,59,43,47,44,47,38,48,73,61,54,38,39,39,42,71,49,51,12,46,57,41,64,88,78,48,72,52,43,39,39,50,62,46,54
LA8440,43,31,31,30,38,42,32,27,33,66,56,35,28,27,33,37,36,54,47,18,45,18,36,48,39,49,43,47,56,70,70,47,69,22,44,38,54,56,24,45,40,32,42,35,30,29,43,39,61,45,52,52,40,37,29,29,23,55,32,50,39,36,39,36,36,54,31,60,34,36,27,35,32,51,25,22,59,40,37,38,43,33,18,30,17,20,18,23,40,14,41,66,38,22,16,53,56,13,76,67,67,36,48,53,22,18,27,23,19,34,30,27,41,49,43,34,49,31,23,27,43,42,42,52,57,45,44,27,45,56,47,44,38,36,37,44,51,32,49,38,22,37,51,35,29,38,54,25,33,27,41,38,26,40,51,39,37,52,39,38,37,47,49,47,22,47,48,48,57,47,54,50,44,46,37,36,36,35,36,31,54,60,53,30,45,57,59,46,27,47,60,35,60,61,36,31,65,56,32,30,40,38,49,45,25,51,44,40,34,34,35,32,35,28,30,44,59,45,49,38,66,36,22,30,65,35,35,25,25,35,38,31,23,26,30,39,69,25,45,18,38,0,27,28,42,36,40,65,37,47,31,35,32,35,0,36,61,49,42,26,27,27,30,59,37,39,36,34,45,29,52,76,66,36,60,40,31,27,31,38,50,34,42
LA8441,44,32,32,31,35,39,25,24,34,67,57,36,29,28,34,38,37,55,48,19,46,19,37,49,40,50,44,48,57,71,71,48,70,23,45,39,55,57,25,46,41,33,43,36,31,30,44,40,62,46,53,53,41,38,30,30,24,56,33,51,40,37,40,37,37,55,32,61,35,37,28,36,33,52,26,19,60,37,38,39,44,26,19,31,18,21,19,24,41,15,42,67,39,23,17,54,57,14,77,68,68,37,49,54,23,19,28,24,20,35,31,28,42,50,44,27,50,28,24,28,44,43,43,53,58,42,41,28,42,57,44,41,39,37,30,45,52,29,50,39,23,38,52,32,30,39,55,26,34,28,38,35,27,37,48,36,38,53,40,39,38,48,50,48,23,48,49,49,58,48,55,51,41,43,38,37,37,36,37,28,55,61,54,27,46,58,60,47,24,48,61,36,61,62,37,32,66,57,33,31,41,39,50,42,22,52,45,41,35,35,36,33,36,29,31,45,60,46,50,39,67,33,27,27,66,36,36,18,26,36,35,32,24,27,31,40,70,26,46,15,35,27,0,29,43,37,41,66,38,48,32,36,33,36,27,37,62,50,43,27,28,28,31,60,38,40,33,35,46,30,53,77,67,37,61,41,32,28,28,39,51,35,43
LA8442,45,33,33,32,40,44,34,29,35,68,58,37,30,29,35,39,38,56,49,20,47,20,38,50,41,51,45,49,58,72,72,49,71,24,46,40,56,58,26,47,42,34,44,37,32,31,45,41,63,47,54,54,42,39,31,31,25,57,34,52,41,38,41,38,38,56,33,62,36,38,29,37,34,53,27,24,61,42,39,40,45,35,20,32,19,22,20,25,42,16,43,68,40,24,18,55,58,15,78,69,69,38,50,55,24,20,29,25,21,36,32,29,43,51,45,36,51,33,25,29,45,44,44,54,59,47,46,29,47,58,49,46,40,38,39,46,53,34,51,40,24,39,53,37,31,40,56,27,35,29,43,40,28,42,53,41,39,54,41,40,39,49,51,49,24,49,50,50,59,49,56,52,46,48,39,38,38,37,38,33,56,62,55,32,47,59,61,48,29,49,62,37,62,63,38,33,67,58,34,32,42,40,51,47,27,53,46,42,36,36,37,34,37,30,32,46,61,47,51,40,68,38,28,32,67,37,37,27,27,37,40,33,25,28,32,41,71,27,47,20,40,28,29,0,44,38,42,67,39,49,33,37,34,37,28,38,63,51,44,28,29,29,32,61,39,41,38,36,47,31,54,78,68,38,62,42,33,29,33,40,52,36,44
LA8445,51,39,31,46,54,58,48,43,41,74,64,35,36,35,35,39,44,62,55,34,53,34,36,50,41,51,45,49,56,78,78,49,77,38,44,32,56,64,24,53,42,32,50,35,38,23,51,47,69,53,54,60,42,37,45,45,39,57,34,58,39,36,47,38,36,62,39,68,34,36,35,37,40,59,41,38,67,56,45,38,51,49,34,30,33,36,34,39,48,30,49,74,46,38,32,61,64,29,84,75,75,44,50,61,38,34,43,39,35,42,38,35,49,57,51,50,51,47,39,43,51,50,42,60,65,61,60,43,61,64,63,60,40,30,53,46,59,48,57,46,38,45,59,51,45,46,62,41,49,43,57,54,42,56,67,55,47,60,47,46,37,55,57,55,38,55,56,56,65,55,56,58,60,62,37,36,36,35,36,47,64,70,63,46,53,67,69,54,43,55,76,43,70,71,44,47,73,66,40,38,48,46,57,61,41,59,52,48,42,42,43,32,29,28,30,38,67,53,57,46,74,52,42,46,73,51,43,41,41,43,54,39,31,42,38,39,77,41,53,34,54,42,43,44,0,44,40,73,31,55,47,43,32,43,42,44,69,57,42,36,37,37,38,67,45,47,52,42,53,37,60,84,74,44,68,48,41,43,47,54,58,42,50
LA8446,41,29,33,40,48,52,42,37,31,64,56,37,26,25,35,39,34,52,45,28,43,28,38,50,41,51,45,49,58,70,70,49,69,32,46,40,56,54,26,43,42,34,42,37,32,31,45,37,61,43,54,54,42,39,39,39,33,57,34,48,41,38,37,38,38,52,29,60,36,38,25,37,30,49,35,32,61,50,35,40,41,43,28,32,27,30,28,33,38,24,39,66,36,32,26,55,58,23,74,67,67,34,50,55,32,28,37,33,29,32,28,25,39,51,45,44,51,41,33,37,43,42,44,50,59,55,54,37,55,54,57,54,40,38,47,46,53,42,15,36,32,35,49,45,39,36,54,35,43,37,51,48,36,50,61,49,41,54,41,40,39,45,47,45,32,13,48,48,57,47,56,50,54,56,39,38,38,37,38,41,58,64,57,40,43,61,63,46,37,45,70,33,64,65,34,41,67,60,34,32,38,36,47,55,35,49,42,38,32,32,37,34,37,30,32,46,61,45,47,40,64,46,36,40,63,45,33,35,35,33,48,29,21,36,28,41,69,35,11,28,48,36,37,38,44,0,42,67,39,13,41,33,34,33,36,34,59,47,44,30,31,31,28,61,35,37,46,32,43,27,50,74,66,34,62,38,35,37,41,48,50,32,42
LA8448,49,37,29,44,52,56,46,41,39,72,62,33,34,33,33,37,42,60,53,32,51,32,34,48,39,49,43,47,54,76,76,47,75,36,42,36,54,62,22,51,40,30,48,33,36,27,49,45,67,51,52,58,40,35,43,43,37,55,32,56,37,34,45,36,34,60,37,66,32,34,33,35,38,57,39,36,65,54,43,36,49,47,32,28,31,34,32,37,46,28,47,72,44,36,30,59,62,27,82,73,73,42,48,59,36,32,41,37,33,40,36,33,47,55,49,48,49,45,37,41,49,48,40,58,63,59,58,41,59,62,61,58,38,34,51,44,57,46,55,44,36,43,57,49,43,44,60,39,47,41,55,52,40,54,65,53,45,58,45,44,35,53,55,53,36,53,54,54,63,53,54,56,58,60,25,34,34,33,34,45,62,68,61,44,51,65,67,52,41,53,74,41,68,69,42,45,71,64,38,36,46,44,55,59,39,57,50,46,40,40,41,30,33,26,28,42,65,51,55,44,72,50,40,44,71,49,41,39,39,41,52,37,29,40,36,37,75,39,51,32,52,40,41,42,40,42,0,71,35,53,45,41,30,41,40,42,67,55,40,34,35,35,36,65,43,45,50,40,51,35,58,82,72,42,66,46,39,41,45,52,56,40,48
LA8456,74,62,62,69,77,81,71,66,64,97,87,66,59,58,64,68,67,85,78,57,76,57,67,79,70,80,74,78,87,101,101,78,100,61,75,69,85,87,55,76,71,63,73,66,61,60,74,70,92,76,83,83,71,68,68,68,62,86,63,81,70,67,70,67,67,85,62,91,65,67,58,66,63,82,64,61,80,79,68,69,74,72,57,61,56,59,57,62,71,53,72,97,69,61,55,84,87,52,107,98,98,67,79,84,61,57,66,62,58,65,61,58,72,80,74,73,80,70,62,66,74,73,73,83,88,84,83,66,84,87,86,83,69,67,76,75,82,71,80,69,61,68,82,74,68,69,85,64,72,66,80,77,65,79,90,78,70,83,70,69,68,78,80,78,61,78,79,79,88,78,85,81,83,85,68,67,67,66,67,70,87,93,86,69,76,90,92,77,66,78,99,66,93,94,67,70,96,89,63,61,71,69,80,84,64,82,75,71,65,65,66,63,66,59,61,75,90,76,80,69,97,75,65,69,96,74,66,64,64,66,77,62,54,65,61,70,100,64,76,57,77,65,66,67,73,67,71,0,68,78,70,66,63,66,65,67,92,80,73,59,60,60,61,90,68,70,75,65,76,60,83,107,97,67,81,71,64,66,70,77,81,65,73
LA8457,46,34,26,41,49,53,43,38,36,69,59,30,31,30,30,34,39,57,50,29,48,29,31,45,36,46,40,44,51,73,73,44,72,33,39,27,51,59,19,48,37,27,45,30,33,18,46,42,64,48,49,55,37,32,40,40,34,52,29,53,34,31,42,33,31,57,34,63,29,31,30,32,35,54,36,33,62,51,40,33,46,44,29,25,28,31,29,34,43,25,44,69,41,33,27,56,59,24,79,70,70,39,45,56,33,29,38,34,30,37,33,30,44,52,46,45,46,42,34,38,46,45,37,55,60,56,55,38,56,59,58,55,35,21,48,41,54,43,52,41,33,40,54,46,40,41,57,36,44,38,52,49,37,51,62,50,42,55,42,41,32,50,52,50,33,50,51,51,60,50,51,53,55,57,32,31,31,30,31,42,59,65,58,41,48,62,64,49,38,50,71,38,65,66,39,42,68,61,35,33,43,41,52,56,36,54,47,43,37,37,38,27,24,23,25,33,62,48,52,41,69,47,37,41,68,46,38,36,36,38,49,34,26,37,33,34,72,36,48,29,49,37,38,39,31,39,35,68,0,50,42,38,27,38,37,39,64,52,37,31,32,32,33,62,40,42,47,37,48,32,55,79,69,39,63,43,36,38,42,49,53,37,45
LA8472,52,40,44,51,59,63,53,48,42,75,67,48,37,36,46,50,45,63,56,39,54,39,49,61,52,62,56,60,69,81,81,60,80,43,57,51,67,65,37,54,53,45,53,48,43,42,56,48,72,54,65,65,53,50,50,50,44,68,45,59,52,49,48,49,49,63,40,71,47,49,36,48,41,60,46,43,72,61,46,51,52,54,39,43,38,41,39,44,49,35,50,77,47,43,37,66,69,34,85,78,78,45,61,66,43,39,48,44,40,43,39,36,50,62,56,55,62,52,44,48,54,53,55,61,70,66,65,48,66,65,68,65,51,49,58,57,64,53,20,47,43,46,60,56,50,47,65,46,54,48,62,59,47,61,72,60,52,65,52,51,50,56,58,56,43,24,59,59,68,58,67,61,65,67,50,49,49,48,49,52,69,75,68,51,54,72,74,57,48,56,81,44,75,76,45,52,78,71,45,43,49,47,58,66,46,60,53,49,43,43,48,45,48,41,43,57,72,56,58,51,75,57,47,51,74,56,44,46,46,44,59,40,32,47,39,52,80,46,6,39,59,47,48,49,55,13,53,78,50,0,52,44,45,44,47,45,70,58,55,41,42,42,39,72,46,48,57,43,54,38,61,85,77,45,73,49,46,48,52,59,61,43,53
LA8475,48,36,36,29,43,47,37,32,38,71,61,40,33,32,38,42,41,59,52,23,50,23,41,53,44,54,48,52,61,75,75,52,74,23,49,43,59,61,29,50,45,37,47,40,35,34,48,44,66,50,57,57,45,42,28,28,24,60,37,55,44,41,44,41,41,59,36,65,39,41,32,40,37,56,30,27,64,45,42,43,48,38,19,35,22,19,23,22,45,19,46,71,43,27,21,58,61,18,81,72,72,41,53,58,21,23,32,28,24,39,35,32,46,54,48,39,54,36,24,28,48,47,47,57,62,50,49,28,50,61,52,49,43,41,42,49,56,37,54,43,27,42,56,40,34,43,59,30,38,32,46,43,31,45,56,44,42,57,44,43,42,52,54,52,27,52,53,53,62,52,59,55,49,51,42,41,41,40,41,36,59,65,58,35,50,62,64,51,32,52,65,40,65,66,41,30,70,61,37,35,45,43,54,50,30,56,49,45,39,39,40,37,40,33,35,49,64,50,54,43,71,41,31,35,70,12,40,30,24,40,43,36,28,25,35,44,74,24,50,23,43,31,32,33,47,41,45,70,42,52,0,40,37,40,31,41,66,54,47,31,32,32,35,64,42,44,41,39,50,34,57,81,71,41,65,45,36,32,36,39,55,39,47
LA8478,34,22,32,39,47,51,41,36,16,63,55,36,19,18,34,38,27,49,42,27,40,27,37,49,40,50,44,48,57,69,69,48,68,31,45,39,55,53,25,42,41,33,41,36,31,30,44,30,60,36,53,53,41,38,38,38,32,56,33,41,40,37,30,37,37,51,22,59,35,37,18,36,23,46,34,31,60,49,28,39,34,42,27,31,26,29,27,32,35,23,36,65,33,31,25,54,57,22,71,66,66,27,49,54,31,27,36,32,28,25,21,18,36,50,44,43,50,40,32,36,42,41,43,49,58,54,53,36,54,53,56,53,39,37,46,45,52,41,46,25,31,28,46,44,38,29,53,34,42,36,50,47,35,49,60,48,40,53,40,39,38,38,40,38,31,44,47,47,56,46,55,49,53,55,38,37,37,36,37,40,57,63,56,39,36,60,62,45,36,44,69,26,63,64,27,40,66,59,33,31,27,25,40,54,34,42,35,31,25,25,36,33,36,29,31,45,60,44,46,39,63,45,35,39,62,44,0,34,34,0,47,18,14,35,21,40,68,34,42,27,47,35,36,37,43,33,41,66,38,44,40,0,33,0,35,19,58,38,43,29,30,30,21,60,28,26,45,25,42,18,49,73,65,27,61,31,34,36,40,47,49,25,41
LA8483,41,29,21,36,44,48,38,33,31,64,54,25,26,25,25,29,34,52,45,24,43,24,26,40,31,41,35,39,46,68,68,39,67,28,34,28,46,54,14,43,32,22,40,25,28,19,41,37,59,43,44,50,32,27,35,35,29,47,24,48,29,26,37,28,26,52,29,58,24,26,25,27,30,49,31,28,57,46,35,28,41,39,24,20,23,26,24,29,38,20,39,64,36,28,22,51,54,19,74,65,65,34,40,51,28,24,33,29,25,32,28,25,39,47,41,40,41,37,29,33,41,40,32,50,55,51,50,33,51,54,53,50,30,26,43,36,49,38,47,36,28,35,49,41,35,36,52,31,39,33,47,44,32,46,57,45,37,50,37,36,27,45,47,45,28,45,46,46,55,45,46,48,50,52,27,26,26,25,26,37,54,60,53,36,43,57,59,44,33,45,66,33,60,61,34,37,63,56,30,28,38,36,47,51,31,49,42,38,32,32,33,22,25,18,20,34,57,43,47,36,64,42,32,36,63,41,33,31,31,33,44,29,21,32,28,29,67,31,43,24,44,32,33,34,32,34,30,63,27,45,37,33,0,33,32,34,59,47,32,26,27,27,28,57,35,37,42,32,43,27,50,74,64,34,58,38,31,33,37,44,48,32,40
LA8484,34,22,32,39,47,51,41,36,16,63,55,36,19,18,34,38,27,49,42,27,40,27,37,49,40,50,44,48,57,69,69,48,68,31,45,39,55,53,25,42,41,33,41,36,31,30,44,30,60,36,53,53,41,38,38,38,32,56,33,41,40,37,30,37,37,51,22,59,35,37,18,36,23,46,34,31,60,49,28,39,34,42,27,31,26,29,27,32,35,23,36,65,33,31,25,54,57,22,71,66,66,27,49,54,31,27,36,32,28,25,21,18,36,50,44,43,50,40,32,36,42,41,43,49,58,54,53,36,54,53,56,53,39,37,46,45,52,41,46,25,31,28,46,44,38,29,53,34,42,36,50,47,35,49,60,48,40,53,40,39,38,38,40,38,31,44,47,47,56,46,55,49,53,55,38,37,37,36,37,40,57,63,56,39,36,60,62,45,36,44,69,26,63,64,27,40,66,59,33,31,27,25,40,54,34,42,35,31,25,25,36,33,36,29,31,45,60,44,46,39,63,45,35,39,62,44,0,34,34,0,47,18,14,35,21,40,68,34,42,27,47,35,36,37,43,33,41,66,38,44,40,0,33,0,35,19,58,38,43,29,30,30,21,60,28,26,45,25,42,18,49,73,65,27,61,31,34,36,40,47,49,25,41
LA8485,43,31,31,30,38,42,32,27,33,66,56,35,28,27,33,37,36,54,47,18,45,18,36,48,39,49,43,47,56,70,70,47,69,22,44,38,54,56,24,45,40,32,42,35,30,29,43,39,61,45,52,52,40,37,29,29,23,55,32,50,39,36,39,36,36,54,31,60,34,36,27,35,32,51,25,22,59,40,37,38,43,33,18,30,17,20,18,23,40,14,41,66,38,22,16,53,56,13,76,67,67,36,48,53,22,18,27,23,19,34,30,27,41,49,43,34,49,31,23,27,43,42,42,52,57,45,44,27,45,56,47,44,38,36,37,44,51,32,49,38,22,37,51,35,29,38,54,25,33,27,41,38,26,40,51,39,37,52,39,38,37,47,49,47,22,47,48,48,57,47,54,50,44,46,37,36,36,35,36,31,54,60,53,30,45,57,59,46,27,47,60,35,60,61,36,31,65,56,32,30,40,38,49,45,25,51,44,40,34,34,35,32,35,28,30,44,59,45,49,38,66,36,22,30,65,35,35,25,25,35,38,31,23,26,30,39,69,25,45,18,38,0,27,28,42,36,40,65,37,47,31,35,32,35,0,36,61,49,42,26,27,27,30,59,37,39,36,34,45,29,52,76,66,36,60,40,31,27,31,38,50,34,42
LA8488,35,23,33,40,48,52,42,37,17,64,56,37,20,19,35,39,28,50,43,28,41,28,38,50,41,51,45,49,58,70,70,49,69,32,46,40,56,54,26,43,42,34,42,37,32,31,45,31,61,37,54,54,42,39,39,39,33,57,34,42,41,38,31,38,38,52,23,60,36,38,19,37,24,47,35,32,61,50,29,40,35,43,28,32,27,30,28,33,36,24,37,66,34,32,26,55,58,23,72,67,67,28,50,55,32,28,37,33,29,26,22,19,37,51,45,44,51,41,33,37,43,42,44,50,59,55,54,37,55,54,57,54,40,38,47,46,53,42,47,26,32,29,47,45,39,30,54,35,43,37,51,48,36,50,61,49,41,54,41,40,39,39,41,39,32,45,48,48,57,47,56,50,54,56,39,38,38,37,38,41,58,64,57,40,37,61,63,46,37,45,70,27,64,65,28,41,67,60,34,32,28,26,41,55,35,43,36,32,26,26,37,34,37,30,32,46,61,45,47,40,64,46,36,40,63,45,19,35,35,19,48,19,15,36,22,41,69,35,43,28,48,36,37,38,44,34,42,67,39,45,41,19,34,19,36,0,59,39,44,30,31,31,22,61,29,27,46,26,43,19,50,74,66,28,62,32,35,37,41,48,50,26,42
LA8498,66,54,58,65,73,77,67,62,56,67,81,62,51,50,60,64,59,77,70,53,68,53,63,75,66,76,70,74,83,95,95,74,94,57,71,65,81,61,51,68,67,59,67,62,57,56,70,62,86,68,79,79,67,64,64,64,58,82,59,73,66,63,62,63,63,55,54,85,61,63,50,62,55,74,60,57,86,75,60,65,66,68,53,57,52,55,53,58,63,49,64,91,61,57,51,80,83,48,99,92,92,59,75,80,57,53,62,58,54,57,53,50,64,76,70,69,76,66,58,62,68,67,69,53,84,80,79,62,80,79,82,79,65,63,72,71,78,67,72,61,57,60,74,70,64,61,79,60,68,62,76,73,61,75,86,74,66,79,66,65,64,70,72,70,57,70,73,73,82,72,81,75,79,81,64,63,63,62,63,66,83,89,82,65,68,86,88,71,62,48,95,58,89,90,59,66,92,85,59,57,63,61,72,80,60,74,67,63,57,57,62,59,62,55,57,71,86,70,72,65,67,71,61,65,66,70,58,60,60,58,73,54,46,61,53,66,94,60,68,53,73,61,62,63,69,59,67,92,64,70,66,58,59,58,61,59,0,72,69,55,56,56,53,86,60,62,71,57,68,52,53,77,91,59,87,63,60,62,66,73,75,57,67
LA8500,48,36,46,53,61,65,55,50,36,77,69,50,33,32,48,52,41,63,56,41,54,41,51,63,54,64,58,62,71,83,83,62,82,45,59,53,69,67,39,56,55,47,55,50,45,44,58,44,74,50,67,67,55,52,52,52,46,70,47,55,54,51,44,51,51,65,36,73,49,51,32,50,37,60,48,45,74,63,42,53,48,56,41,45,40,43,41,46,49,37,50,79,47,45,39,68,71,36,85,80,80,41,63,68,45,41,50,46,42,39,35,32,50,64,58,57,64,54,46,50,56,55,57,63,72,68,67,50,68,67,70,67,53,51,60,59,66,55,60,41,45,42,60,58,52,43,67,48,56,50,64,61,49,63,74,62,54,67,54,53,52,52,54,52,45,58,61,61,70,60,69,63,67,69,52,51,51,50,51,54,71,77,70,53,50,74,76,59,50,58,83,40,77,78,41,54,80,73,47,45,43,41,54,68,48,56,49,45,39,39,50,47,50,43,45,59,74,58,60,53,77,59,49,53,76,58,38,48,48,38,61,34,28,49,35,54,82,48,56,41,61,49,50,51,57,47,55,80,52,58,54,38,47,38,49,39,72,0,57,43,44,44,35,74,42,42,59,39,56,32,63,87,79,41,75,45,48,50,54,61,63,39,55
LA8507,51,39,31,46,54,58,48,43,41,74,64,35,36,35,35,39,44,62,55,34,53,34,36,50,41,51,45,49,56,78,78,49,77,38,44,38,56,64,24,53,42,32,50,35,38,29,51,47,69,53,54,60,42,35,45,45,39,57,34,58,39,34,47,38,34,62,39,68,34,34,35,37,40,59,41,38,67,56,45,38,51,49,34,30,33,36,34,39,48,30,49,74,46,38,32,61,64,29,84,75,75,44,50,61,38,34,43,39,35,42,38,35,49,57,51,50,51,47,39,43,51,50,42,60,65,61,60,43,61,64,63,60,40,36,53,46,59,48,57,46,38,45,59,51,45,46,62,41,49,43,57,54,42,56,67,55,47,60,47,46,37,55,57,55,38,55,56,56,65,55,56,58,60,62,37,36,34,35,34,47,64,70,63,46,53,67,69,54,43,55,76,43,70,71,44,47,73,66,40,38,48,46,57,61,41,59,52,48,42,42,43,32,35,28,30,44,67,53,57,46,74,52,42,46,73,51,43,41,41,43,54,39,31,42,38,39,77,41,53,34,54,42,43,44,42,44,40,73,37,55,47,43,32,43,42,44,69,57,0,36,37,37,38,67,45,47,52,42,53,37,60,84,74,44,68,48,41,43,47,54,58,42,50
